PATH,FILENAME,SIDE,ANGLE,THROTLE,COMMAND,DATE
./images/866b1489-afa6-40a8-9ed7-1ec7325e8613_right.png,866b1489-afa6-40a8-9ed7-1ec7325e8613_right.png,right,-0.8,0,c,6/23/2026
./images/866b1489-afa6-40a8-9ed7-1ec7325e8613_left.png,866b1489-afa6-40a8-9ed7-1ec7325e8613_left.png,left,0.8,0,c,6/23/2026
./images/e9b28959-5079-46a6-8ef9-8503e222db98_cent.png,e9b28959-5079-46a6-8ef9-8503e222db98_cent.png,cent,0,0,c,6/23/2026
./images/e9b28959-5079-46a6-8ef9-8503e222db98_right.png,e9b28959-5079-46a6-8ef9-8503e222db98_right.png,right,-0.8,0,c,6/23/2026
./images/e9b28959-5079-46a6-8ef9-8503e222db98_left.png,e9b28959-5079-46a6-8ef9-8503e222db98_left.png,left,0.8,0,c,6/23/2026
./images/048a9337-04cc-4877-94da-98290ef52a2e_cent.png,048a9337-04cc-4877-94da-98290ef52a2e_cent.png,cent,0,0,c,6/23/2026
./images/048a9337-04cc-4877-94da-98290ef52a2e_right.png,048a9337-04cc-4877-94da-98290ef52a2e_right.png,right,-0.8,0,c,6/23/2026
./images/048a9337-04cc-4877-94da-98290ef52a2e_left.png,048a9337-04cc-4877-94da-98290ef52a2e_left.png,left,0.8,0,c,6/23/2026
./images/b5671ddc-266e-4c6b-a5b1-7158c40e729e_cent.png,b5671ddc-266e-4c6b-a5b1-7158c40e729e_cent.png,cent,0,0,c,6/23/2026
./images/b5671ddc-266e-4c6b-a5b1-7158c40e729e_right.png,b5671ddc-266e-4c6b-a5b1-7158c40e729e_right.png,right,-0.8,0,c,6/23/2026
./images/b5671ddc-266e-4c6b-a5b1-7158c40e729e_left.png,b5671ddc-266e-4c6b-a5b1-7158c40e729e_left.png,left,0.8,0,c,6/23/2026
./images/eb763997-2a32-4801-8a7e-023e86c58c09_cent.png,eb763997-2a32-4801-8a7e-023e86c58c09_cent.png,cent,0,0,c,6/23/2026
./images/eb763997-2a32-4801-8a7e-023e86c58c09_right.png,eb763997-2a32-4801-8a7e-023e86c58c09_right.png,right,-0.8,0,c,6/23/2026
./images/eb763997-2a32-4801-8a7e-023e86c58c09_left.png,eb763997-2a32-4801-8a7e-023e86c58c09_left.png,left,0.8,0,c,6/23/2026
./images/5f8e288f-908a-4f77-a96c-c9c7b1e6e28b_cent.png,5f8e288f-908a-4f77-a96c-c9c7b1e6e28b_cent.png,cent,0,0,c,6/23/2026
./images/5f8e288f-908a-4f77-a96c-c9c7b1e6e28b_right.png,5f8e288f-908a-4f77-a96c-c9c7b1e6e28b_right.png,right,-0.8,0,c,6/23/2026
./images/5f8e288f-908a-4f77-a96c-c9c7b1e6e28b_left.png,5f8e288f-908a-4f77-a96c-c9c7b1e6e28b_left.png,left,0.8,0,c,6/23/2026
./images/0bb5d881-2b87-4548-aaad-9e1d4e186abc_cent.png,0bb5d881-2b87-4548-aaad-9e1d4e186abc_cent.png,cent,0,0,c,6/23/2026
./images/0bb5d881-2b87-4548-aaad-9e1d4e186abc_right.png,0bb5d881-2b87-4548-aaad-9e1d4e186abc_right.png,right,-0.8,0,c,6/23/2026
./images/0bb5d881-2b87-4548-aaad-9e1d4e186abc_left.png,0bb5d881-2b87-4548-aaad-9e1d4e186abc_left.png,left,0.8,0,c,6/23/2026
./images/6f9590ab-3329-4d33-9069-03efaa44037e_cent.png,6f9590ab-3329-4d33-9069-03efaa44037e_cent.png,cent,0,0,c,6/23/2026
./images/6f9590ab-3329-4d33-9069-03efaa44037e_right.png,6f9590ab-3329-4d33-9069-03efaa44037e_right.png,right,-0.8,0,c,6/23/2026
./images/6f9590ab-3329-4d33-9069-03efaa44037e_left.png,6f9590ab-3329-4d33-9069-03efaa44037e_left.png,left,0.8,0,c,6/23/2026
./images/75fb178d-e639-44e0-8d9a-ee4db3b19b6c_cent.png,75fb178d-e639-44e0-8d9a-ee4db3b19b6c_cent.png,cent,0,0,c,6/23/2026
./images/75fb178d-e639-44e0-8d9a-ee4db3b19b6c_right.png,75fb178d-e639-44e0-8d9a-ee4db3b19b6c_right.png,right,-0.8,0,c,6/23/2026
./images/75fb178d-e639-44e0-8d9a-ee4db3b19b6c_left.png,75fb178d-e639-44e0-8d9a-ee4db3b19b6c_left.png,left,0.8,0,c,6/23/2026
./images/0371f83e-979f-4d95-b6db-a39f30e6e98d_cent.png,0371f83e-979f-4d95-b6db-a39f30e6e98d_cent.png,cent,0,0,c,6/23/2026
./images/0371f83e-979f-4d95-b6db-a39f30e6e98d_right.png,0371f83e-979f-4d95-b6db-a39f30e6e98d_right.png,right,-0.8,0,c,6/23/2026
./images/0371f83e-979f-4d95-b6db-a39f30e6e98d_left.png,0371f83e-979f-4d95-b6db-a39f30e6e98d_left.png,left,0.8,0,c,6/23/2026
./images/6c595ddf-8030-4fc9-a769-2732dc4f47a5_cent.png,6c595ddf-8030-4fc9-a769-2732dc4f47a5_cent.png,cent,0,0,c,6/23/2026
./images/6c595ddf-8030-4fc9-a769-2732dc4f47a5_right.png,6c595ddf-8030-4fc9-a769-2732dc4f47a5_right.png,right,-0.8,0,c,6/23/2026
./images/6c595ddf-8030-4fc9-a769-2732dc4f47a5_left.png,6c595ddf-8030-4fc9-a769-2732dc4f47a5_left.png,left,0.8,0,c,6/23/2026
./images/ed2afc87-ccf2-4a7f-a975-c64bb58b6eef_cent.png,ed2afc87-ccf2-4a7f-a975-c64bb58b6eef_cent.png,cent,0,0,c,6/23/2026
./images/ed2afc87-ccf2-4a7f-a975-c64bb58b6eef_right.png,ed2afc87-ccf2-4a7f-a975-c64bb58b6eef_right.png,right,-0.8,0,c,6/23/2026
./images/ed2afc87-ccf2-4a7f-a975-c64bb58b6eef_left.png,ed2afc87-ccf2-4a7f-a975-c64bb58b6eef_left.png,left,0.8,0,c,6/23/2026
./images/147e4f25-d60a-426c-9f73-49c2957d1596_cent.png,147e4f25-d60a-426c-9f73-49c2957d1596_cent.png,cent,0,0,c,6/23/2026
./images/147e4f25-d60a-426c-9f73-49c2957d1596_right.png,147e4f25-d60a-426c-9f73-49c2957d1596_right.png,right,-0.8,0,c,6/23/2026
./images/147e4f25-d60a-426c-9f73-49c2957d1596_left.png,147e4f25-d60a-426c-9f73-49c2957d1596_left.png,left,0.8,0,c,6/23/2026
./images/6ce2b4cb-fd8a-4966-813b-6aad72425a07_cent.png,6ce2b4cb-fd8a-4966-813b-6aad72425a07_cent.png,cent,0,0,c,6/23/2026
./images/6ce2b4cb-fd8a-4966-813b-6aad72425a07_right.png,6ce2b4cb-fd8a-4966-813b-6aad72425a07_right.png,right,-0.8,0,c,6/23/2026
./images/6ce2b4cb-fd8a-4966-813b-6aad72425a07_left.png,6ce2b4cb-fd8a-4966-813b-6aad72425a07_left.png,left,0.8,0,c,6/23/2026
./images/d31f15f7-9b34-44cf-95ab-43ab499acba3_cent.png,d31f15f7-9b34-44cf-95ab-43ab499acba3_cent.png,cent,0,0,c,6/23/2026
./images/d31f15f7-9b34-44cf-95ab-43ab499acba3_right.png,d31f15f7-9b34-44cf-95ab-43ab499acba3_right.png,right,-0.8,0,c,6/23/2026
./images/d31f15f7-9b34-44cf-95ab-43ab499acba3_left.png,d31f15f7-9b34-44cf-95ab-43ab499acba3_left.png,left,0.8,0,c,6/23/2026
./images/91c96f1e-d0a9-44d1-80f9-ad67fa6de442_cent.png,91c96f1e-d0a9-44d1-80f9-ad67fa6de442_cent.png,cent,0,0,c,6/23/2026
./images/91c96f1e-d0a9-44d1-80f9-ad67fa6de442_right.png,91c96f1e-d0a9-44d1-80f9-ad67fa6de442_right.png,right,-0.8,0,c,6/23/2026
./images/91c96f1e-d0a9-44d1-80f9-ad67fa6de442_left.png,91c96f1e-d0a9-44d1-80f9-ad67fa6de442_left.png,left,0.8,0,c,6/23/2026
./images/03198b1d-43a4-4dd3-9d26-5f1ad81d0474_cent.png,03198b1d-43a4-4dd3-9d26-5f1ad81d0474_cent.png,cent,0,0,c,6/23/2026
./images/03198b1d-43a4-4dd3-9d26-5f1ad81d0474_right.png,03198b1d-43a4-4dd3-9d26-5f1ad81d0474_right.png,right,-0.8,0,c,6/23/2026
./images/03198b1d-43a4-4dd3-9d26-5f1ad81d0474_left.png,03198b1d-43a4-4dd3-9d26-5f1ad81d0474_left.png,left,0.8,0,c,6/23/2026
./images/ebc25656-7aae-48da-9a8c-414c377b6fc3_cent.png,ebc25656-7aae-48da-9a8c-414c377b6fc3_cent.png,cent,0,0,c,6/23/2026
./images/ebc25656-7aae-48da-9a8c-414c377b6fc3_right.png,ebc25656-7aae-48da-9a8c-414c377b6fc3_right.png,right,-0.8,0,c,6/23/2026
./images/ebc25656-7aae-48da-9a8c-414c377b6fc3_left.png,ebc25656-7aae-48da-9a8c-414c377b6fc3_left.png,left,0.8,0,c,6/23/2026
./images/231db0af-30be-4f85-8888-aa7ffd0854a7_cent.png,231db0af-30be-4f85-8888-aa7ffd0854a7_cent.png,cent,0,0,c,6/23/2026
./images/231db0af-30be-4f85-8888-aa7ffd0854a7_right.png,231db0af-30be-4f85-8888-aa7ffd0854a7_right.png,right,-0.8,0,c,6/23/2026
./images/231db0af-30be-4f85-8888-aa7ffd0854a7_left.png,231db0af-30be-4f85-8888-aa7ffd0854a7_left.png,left,0.8,0,c,6/23/2026
./images/7fca814c-e78e-4506-9422-b06fc1f8391d_cent.png,7fca814c-e78e-4506-9422-b06fc1f8391d_cent.png,cent,0,0,c,6/23/2026
./images/7fca814c-e78e-4506-9422-b06fc1f8391d_right.png,7fca814c-e78e-4506-9422-b06fc1f8391d_right.png,right,-0.8,0,c,6/23/2026
./images/7fca814c-e78e-4506-9422-b06fc1f8391d_left.png,7fca814c-e78e-4506-9422-b06fc1f8391d_left.png,left,0.8,0,c,6/23/2026
./images/e087b406-2886-450a-8f67-200f75bd0c24_cent.png,e087b406-2886-450a-8f67-200f75bd0c24_cent.png,cent,0,0,c,6/23/2026
./images/e087b406-2886-450a-8f67-200f75bd0c24_right.png,e087b406-2886-450a-8f67-200f75bd0c24_right.png,right,-0.8,0,c,6/23/2026
./images/e087b406-2886-450a-8f67-200f75bd0c24_left.png,e087b406-2886-450a-8f67-200f75bd0c24_left.png,left,0.8,0,c,6/23/2026
./images/b57db5ce-d688-4e14-b279-e0b95062efd8_cent.png,b57db5ce-d688-4e14-b279-e0b95062efd8_cent.png,cent,0,0,c,6/23/2026
./images/b57db5ce-d688-4e14-b279-e0b95062efd8_right.png,b57db5ce-d688-4e14-b279-e0b95062efd8_right.png,right,-0.8,0,c,6/23/2026
./images/b57db5ce-d688-4e14-b279-e0b95062efd8_left.png,b57db5ce-d688-4e14-b279-e0b95062efd8_left.png,left,0.8,0,c,6/23/2026
./images/cac104bc-99df-4a51-b90e-f3e387914840_cent.png,cac104bc-99df-4a51-b90e-f3e387914840_cent.png,cent,0,0,c,6/23/2026
./images/cac104bc-99df-4a51-b90e-f3e387914840_right.png,cac104bc-99df-4a51-b90e-f3e387914840_right.png,right,-0.8,0,c,6/23/2026
./images/cac104bc-99df-4a51-b90e-f3e387914840_left.png,cac104bc-99df-4a51-b90e-f3e387914840_left.png,left,0.8,0,c,6/23/2026
./images/005798f8-4326-4ebe-9f70-3b63722d1679_cent.png,005798f8-4326-4ebe-9f70-3b63722d1679_cent.png,cent,0,0,c,6/23/2026
./images/005798f8-4326-4ebe-9f70-3b63722d1679_right.png,005798f8-4326-4ebe-9f70-3b63722d1679_right.png,right,-0.8,0,c,6/23/2026
./images/005798f8-4326-4ebe-9f70-3b63722d1679_left.png,005798f8-4326-4ebe-9f70-3b63722d1679_left.png,left,0.8,0,c,6/23/2026
./images/26102a87-e89d-4a50-a9c4-b462572c17b5_cent.png,26102a87-e89d-4a50-a9c4-b462572c17b5_cent.png,cent,-0.1,0,c,6/23/2026
./images/26102a87-e89d-4a50-a9c4-b462572c17b5_right.png,26102a87-e89d-4a50-a9c4-b462572c17b5_right.png,right,-0.9,0,c,6/23/2026
./images/26102a87-e89d-4a50-a9c4-b462572c17b5_left.png,26102a87-e89d-4a50-a9c4-b462572c17b5_left.png,left,0.7,0,c,6/23/2026
./images/2f8950b6-abec-4c95-9958-c9d5f51c793d_cent.png,2f8950b6-abec-4c95-9958-c9d5f51c793d_cent.png,cent,-0.1,0,c,6/23/2026
./images/2f8950b6-abec-4c95-9958-c9d5f51c793d_right.png,2f8950b6-abec-4c95-9958-c9d5f51c793d_right.png,right,-0.9,0,c,6/23/2026
./images/2f8950b6-abec-4c95-9958-c9d5f51c793d_left.png,2f8950b6-abec-4c95-9958-c9d5f51c793d_left.png,left,0.7,0,c,6/23/2026
./images/520f8904-53fa-4a44-a02c-5e431a53d535_cent.png,520f8904-53fa-4a44-a02c-5e431a53d535_cent.png,cent,-0.1,0,c,6/23/2026
./images/520f8904-53fa-4a44-a02c-5e431a53d535_right.png,520f8904-53fa-4a44-a02c-5e431a53d535_right.png,right,-0.9,0,c,6/23/2026
./images/520f8904-53fa-4a44-a02c-5e431a53d535_left.png,520f8904-53fa-4a44-a02c-5e431a53d535_left.png,left,0.7,0,c,6/23/2026
./images/10719751-5906-4a21-83d2-40813a46d0e9_cent.png,10719751-5906-4a21-83d2-40813a46d0e9_cent.png,cent,-0.1,0,c,6/23/2026
./images/10719751-5906-4a21-83d2-40813a46d0e9_right.png,10719751-5906-4a21-83d2-40813a46d0e9_right.png,right,-0.9,0,c,6/23/2026
./images/10719751-5906-4a21-83d2-40813a46d0e9_left.png,10719751-5906-4a21-83d2-40813a46d0e9_left.png,left,0.7,0,c,6/23/2026
./images/65431d3a-2e6c-4aa6-a8a8-082eb4686b59_cent.png,65431d3a-2e6c-4aa6-a8a8-082eb4686b59_cent.png,cent,0,0,c,6/23/2026
./images/65431d3a-2e6c-4aa6-a8a8-082eb4686b59_right.png,65431d3a-2e6c-4aa6-a8a8-082eb4686b59_right.png,right,-0.8,0,c,6/23/2026
./images/65431d3a-2e6c-4aa6-a8a8-082eb4686b59_left.png,65431d3a-2e6c-4aa6-a8a8-082eb4686b59_left.png,left,0.8,0,c,6/23/2026
./images/ab82cff9-f4a0-426c-84fc-0625ab914065_cent.png,ab82cff9-f4a0-426c-84fc-0625ab914065_cent.png,cent,0,0,c,6/23/2026
./images/ab82cff9-f4a0-426c-84fc-0625ab914065_right.png,ab82cff9-f4a0-426c-84fc-0625ab914065_right.png,right,-0.8,0,c,6/23/2026
./images/ab82cff9-f4a0-426c-84fc-0625ab914065_left.png,ab82cff9-f4a0-426c-84fc-0625ab914065_left.png,left,0.8,0,c,6/23/2026
./images/93d1b42d-87a8-4f0e-912f-e489e4d65f62_cent.png,93d1b42d-87a8-4f0e-912f-e489e4d65f62_cent.png,cent,-0.1,0,c,6/23/2026
./images/93d1b42d-87a8-4f0e-912f-e489e4d65f62_right.png,93d1b42d-87a8-4f0e-912f-e489e4d65f62_right.png,right,-0.9,0,c,6/23/2026
./images/93d1b42d-87a8-4f0e-912f-e489e4d65f62_left.png,93d1b42d-87a8-4f0e-912f-e489e4d65f62_left.png,left,0.7,0,c,6/23/2026
./images/28022a5b-c38c-41ed-8507-a3eca529ec42_cent.png,28022a5b-c38c-41ed-8507-a3eca529ec42_cent.png,cent,-0.1,0,c,6/23/2026
./images/28022a5b-c38c-41ed-8507-a3eca529ec42_right.png,28022a5b-c38c-41ed-8507-a3eca529ec42_right.png,right,-0.9,0,c,6/23/2026
./images/28022a5b-c38c-41ed-8507-a3eca529ec42_left.png,28022a5b-c38c-41ed-8507-a3eca529ec42_left.png,left,0.7,0,c,6/23/2026
./images/31a10a44-b166-494b-8245-7ec4415e628a_cent.png,31a10a44-b166-494b-8245-7ec4415e628a_cent.png,cent,-0.2,0,c,6/23/2026
./images/31a10a44-b166-494b-8245-7ec4415e628a_right.png,31a10a44-b166-494b-8245-7ec4415e628a_right.png,right,-1,0,c,6/23/2026
./images/31a10a44-b166-494b-8245-7ec4415e628a_left.png,31a10a44-b166-494b-8245-7ec4415e628a_left.png,left,0.6,0,c,6/23/2026
./images/0f467057-6943-4235-a2b3-ece57a473f7a_cent.png,0f467057-6943-4235-a2b3-ece57a473f7a_cent.png,cent,-0.2,0,c,6/23/2026
./images/0f467057-6943-4235-a2b3-ece57a473f7a_right.png,0f467057-6943-4235-a2b3-ece57a473f7a_right.png,right,-1,0,c,6/23/2026
./images/0f467057-6943-4235-a2b3-ece57a473f7a_left.png,0f467057-6943-4235-a2b3-ece57a473f7a_left.png,left,0.6,0,c,6/23/2026
./images/9fa31e17-3a15-452b-a680-b2c84f80a931_cent.png,9fa31e17-3a15-452b-a680-b2c84f80a931_cent.png,cent,-0.1,0,c,6/23/2026
./images/9fa31e17-3a15-452b-a680-b2c84f80a931_right.png,9fa31e17-3a15-452b-a680-b2c84f80a931_right.png,right,-0.9,0,c,6/23/2026
./images/9fa31e17-3a15-452b-a680-b2c84f80a931_left.png,9fa31e17-3a15-452b-a680-b2c84f80a931_left.png,left,0.7,0,c,6/23/2026
./images/f573cf90-3dd9-4d74-abe2-5e24aba221bc_cent.png,f573cf90-3dd9-4d74-abe2-5e24aba221bc_cent.png,cent,-0.1,0,c,6/23/2026
./images/f573cf90-3dd9-4d74-abe2-5e24aba221bc_right.png,f573cf90-3dd9-4d74-abe2-5e24aba221bc_right.png,right,-0.9,0,c,6/23/2026
./images/f573cf90-3dd9-4d74-abe2-5e24aba221bc_left.png,f573cf90-3dd9-4d74-abe2-5e24aba221bc_left.png,left,0.7,0,c,6/23/2026
./images/3a90435e-7b14-4043-83f8-7c1a0e3ed4c1_cent.png,3a90435e-7b14-4043-83f8-7c1a0e3ed4c1_cent.png,cent,-0.1,0,c,6/23/2026
./images/3a90435e-7b14-4043-83f8-7c1a0e3ed4c1_right.png,3a90435e-7b14-4043-83f8-7c1a0e3ed4c1_right.png,right,-0.9,0,c,6/23/2026
./images/3a90435e-7b14-4043-83f8-7c1a0e3ed4c1_left.png,3a90435e-7b14-4043-83f8-7c1a0e3ed4c1_left.png,left,0.7,0,c,6/23/2026
./images/7f80af8b-0cb1-4b69-b78f-da48741a7901_cent.png,7f80af8b-0cb1-4b69-b78f-da48741a7901_cent.png,cent,-0.1,0,c,6/23/2026
./images/7f80af8b-0cb1-4b69-b78f-da48741a7901_right.png,7f80af8b-0cb1-4b69-b78f-da48741a7901_right.png,right,-0.9,0,c,6/23/2026
./images/7f80af8b-0cb1-4b69-b78f-da48741a7901_left.png,7f80af8b-0cb1-4b69-b78f-da48741a7901_left.png,left,0.7,0,c,6/23/2026
./images/6d073a0a-7876-4554-9577-5a50e9b0802a_cent.png,6d073a0a-7876-4554-9577-5a50e9b0802a_cent.png,cent,-0.1,0,c,6/23/2026
